# Selection   : patch(inlet)
# Faces       : 1433
# Area        : 1.494412e-02
# Time        	areaAverage(p)	areaAverage(U)
59            	8.701296e-07	(0.000000e+00 5.462653e-03 0.000000e+00)
60            	1.910697e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
61            	4.920762e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
62            	1.048143e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
63            	1.483447e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
64            	1.608248e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
65            	1.871676e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
66            	1.975407e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
67            	2.220592e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
68            	2.345381e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
69            	2.362837e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
70            	2.339611e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
71            	2.318363e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
72            	2.219665e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
73            	2.141536e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
74            	2.000280e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
75            	1.833809e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
76            	1.708412e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
77            	1.582323e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
78            	1.526289e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
79            	1.414894e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
80            	1.366376e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
81            	1.289166e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
82            	1.263907e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
83            	1.175575e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
84            	1.183261e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
85            	1.155794e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
86            	1.158237e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
87            	1.158866e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
88            	1.173097e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
89            	1.182549e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
90            	1.198040e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
91            	1.268867e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
92            	1.320789e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
93            	1.360476e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
94            	1.370361e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
95            	1.365829e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
96            	1.343040e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
97            	1.332957e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
98            	1.311588e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
99            	1.275722e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
100           	1.243563e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
101           	1.222558e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
102           	1.190325e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
103           	1.156518e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
104           	1.083873e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
105           	1.062998e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
106           	1.043381e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
107           	1.025941e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
108           	1.012078e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
109           	1.000838e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
110           	9.935267e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
111           	9.787953e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
112           	9.821469e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
113           	9.795189e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
114           	9.801551e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
115           	1.007476e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
116           	9.934395e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
117           	1.075003e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
118           	9.474534e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
119           	1.490445e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
120           	1.660859e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
121           	1.017013e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
122           	1.051601e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
123           	1.027379e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
124           	9.650259e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
125           	1.020806e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
126           	1.059857e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
127           	1.011695e-05	(0.000000e+00 5.462653e-03 0.000000e+00)
128           	8.868470e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
129           	8.688016e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
130           	8.457145e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
131           	8.707501e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
132           	8.469499e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
133           	9.129425e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
134           	9.171449e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
135           	8.848263e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
136           	8.880513e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
137           	8.396908e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
138           	8.782753e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
139           	9.615654e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
140           	8.943683e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
141           	7.563594e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
142           	7.632248e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
143           	7.756894e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
144           	8.210046e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
145           	8.228801e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
146           	7.466500e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
147           	7.629523e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
148           	7.942466e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
149           	7.930859e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
150           	7.767974e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
151           	8.030075e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
152           	7.724452e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
153           	7.456720e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
154           	7.526307e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
155           	7.501810e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
156           	7.448910e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
157           	6.993336e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
158           	7.111194e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
159           	7.021688e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
160           	6.967832e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
161           	6.882633e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
162           	6.281828e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
163           	6.479699e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
164           	6.417296e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
165           	6.519788e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
166           	6.448938e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
167           	6.451622e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
168           	6.372917e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
169           	6.299535e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
170           	6.219367e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
171           	6.121609e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
172           	5.571495e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
173           	5.589495e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
174           	5.573701e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
175           	5.742128e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
176           	5.820380e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
177           	5.849389e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
178           	5.800248e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
179           	5.766092e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
180           	5.713514e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
181           	5.653318e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
182           	5.593412e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
183           	5.524481e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
184           	5.496062e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
185           	5.412312e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
186           	5.343695e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
187           	5.290190e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
188           	5.268115e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
189           	5.217370e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
190           	5.174081e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
191           	5.230923e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
192           	5.069504e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
193           	5.057989e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
194           	4.982494e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
195           	4.954409e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
196           	4.934747e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
197           	4.905214e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
198           	4.870770e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
199           	4.816536e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
200           	4.785764e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
201           	4.809665e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
202           	4.712527e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
203           	4.701880e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
204           	4.678217e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
205           	4.615316e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
206           	4.551220e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
207           	4.560983e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
208           	4.492975e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
209           	4.477147e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
210           	4.570339e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
211           	4.425314e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
212           	4.414497e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
213           	4.372389e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
214           	4.332923e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
215           	4.300008e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
216           	4.247590e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
217           	4.221136e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
218           	4.199169e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
219           	4.172757e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
220           	4.148170e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
221           	4.122546e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
222           	4.112062e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
223           	4.033180e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
224           	4.024479e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
225           	4.127454e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
226           	3.985850e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
227           	3.978017e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
228           	3.929852e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
229           	3.863457e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
230           	3.806993e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
231           	3.794922e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
232           	3.775522e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
233           	3.767228e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
234           	3.758911e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
235           	3.787795e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
236           	3.724253e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
237           	3.718931e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
238           	3.699076e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
239           	3.624567e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
240           	3.621337e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
241           	3.719825e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
242           	3.628457e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
243           	3.611249e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
244           	3.542755e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
245           	3.518703e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
246           	3.499994e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
247           	3.461431e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
248           	3.410781e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
249           	3.399898e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
250           	3.430164e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
251           	3.385124e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
252           	3.373342e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
253           	3.384478e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
254           	3.355431e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
255           	3.319699e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
256           	3.359983e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
257           	3.244549e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
258           	3.275517e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
259           	3.272909e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
260           	3.279917e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
261           	3.248390e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
262           	3.204734e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
263           	3.177480e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
264           	3.221565e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
265           	3.148938e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
266           	3.130657e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
267           	3.088234e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
268           	3.058324e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
269           	3.057949e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
270           	3.039543e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
271           	3.022775e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
272           	3.074289e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
273           	3.014860e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
274           	3.006114e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
275           	2.989580e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
276           	2.950293e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
277           	3.120609e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
278           	2.980063e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
279           	2.968758e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
280           	2.912899e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
281           	2.899105e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
282           	2.870043e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
283           	2.859345e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
284           	2.834378e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
285           	2.823050e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
286           	2.826731e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
287           	2.819418e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
288           	2.800515e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
289           	2.804625e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
290           	2.790585e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
291           	2.771794e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
292           	2.750743e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
293           	2.713961e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
294           	2.784544e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
295           	2.778622e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
296           	2.771392e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
297           	2.866328e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
298           	2.737406e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
299           	2.714839e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
300           	2.662516e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
301           	2.649211e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
302           	2.601586e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
303           	2.594076e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
304           	2.552151e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
305           	2.568022e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
306           	2.614754e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
307           	2.666695e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
308           	2.617011e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
309           	2.602907e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
310           	2.565745e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
311           	2.555396e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
312           	2.715898e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
313           	2.569293e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
314           	2.564250e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
315           	2.492916e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
316           	2.471103e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
317           	2.467745e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
318           	2.455135e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
319           	2.455432e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
320           	2.462873e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
321           	2.543335e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
322           	2.455239e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
323           	2.463855e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
324           	2.418394e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
325           	2.413436e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
326           	2.408064e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
327           	2.578239e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
328           	2.442537e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
329           	2.428563e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
330           	2.375052e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
331           	2.359574e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
332           	2.353915e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
333           	2.364571e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
334           	2.347750e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
335           	2.330843e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
336           	2.396958e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
337           	2.292113e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
338           	2.358692e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
339           	2.394133e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
340           	2.371847e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
341           	2.350732e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
342           	2.342683e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
343           	2.298630e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
344           	2.249134e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
345           	2.249241e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
346           	2.222582e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
347           	2.242824e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
348           	2.228970e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
349           	2.219670e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
350           	2.330645e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
351           	2.220730e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
352           	2.230493e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
353           	2.210607e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
354           	2.204964e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
355           	2.185013e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
356           	2.159494e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
357           	2.176305e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
358           	2.172401e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
359           	2.175412e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
360           	2.263253e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
361           	2.190529e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
362           	2.194559e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
363           	2.188301e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
364           	2.151729e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
365           	2.149132e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
366           	2.150935e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
367           	2.117883e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
368           	2.147017e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
369           	2.169707e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
370           	2.151654e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
371           	2.142961e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
372           	2.123047e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
373           	2.093209e-06	(0.000000e+00 5.462653e-03 0.000000e+00)
